Ano,Município,Parcela_das_moradias_sem_banheiro_de_uso_exclusivo,Parcela_da_população_que_não_recebe_água_com_regularidade_adequada,Parcela_da_população_total_que_mora_em_domicílios_sem_acesso_à_água_tratada,Volume_de_água_consumida_per_capita,Volume_de_esgoto_coletado,Volume_de_esgoto_tratado,Volume_de_esgoto_não_tratado,Tarifa_média_de_água,Tarifa_média_de_coleta_de_esgoto,Tarifa_média_ponderada_dos_serviços_de_saneamento,Custo_total_dos_operadores_com_os_serviços_de_saneamento,Custo_total_dos_operadores_com_produtos_químicos,Custo_total_dos_operadores_com_energia_elétrica,Internações_por_doenças_associadas_à_falta_de_saneamento,Taxa_de_incidência_de_internações_por_doenças_associadas_à_falta_de_saneamento,Atraso_escolar_das_pessoas_que_moram_em_residências_com_saneamento_básico,Atraso_escolar_das_pessoas_que_moram_em_residências_sem_saneamento,Investimentos_per_capita_em_saneamento,Renda_induzida_gerada_pelas_operação_de_saneamento,Renda_total_gerada_pelas_operação_de_saneamento,Redução_dos_custos_com_a_saúde
2014,Itapissuma (Município),0.0,-,0.425,56.53,1296,1296,-769.59,2.7,0,2.7,1222765.23,0,194875.37,11,4.31,1.94,3.3,4.82,918099.53,3068970.41,-
2013,Itapissuma (Município),0.009,-,0.392,59.36,0,0,546.46,2.55,0,2.55,855870.86,0,165935.39,10,3.97,2.25,3.84,0.65,946789.24,3164872.73,-
2012,Itapissuma (Município),0.019,-,0.389,63.88,0,0,567.08,2.38,0,2.38,1059809.56,0,225099.75,11,4.52,2.6,4.46,2.11,960623.28,3211116.36,-
2011,Itapissuma (Município),0.028,-,0.351,61.29,0,0,538.05,1.92,0,1.92,709265.32,0,170103.54,28,11.64,3.02,5.19,1.25,770870.51,2576821.71,-
2010,Itapissuma (Município),0.037,-,0.35,63.13,0,0,547.7,2.1,0,2.1,630375.37,0,149934.35,16,6.73,3.5,6.03,3.91,923461.88,3086895.38,-
2019,Goianésia (Município),0.0,-,0.092,97.92,2524.55,2524.55,-19.73,5.48,5.4,5.44,21660898.32,183886.82,2156739.89,312,44.52,1.25,2.79,0.0,10882033.78,36375837.9,-
2018,Goianésia (Município),0.0,-,0.24,96.0,2420.23,2420.23,0.01,5.72,4.59,5.15,17978678.7,143888.17,1644216.92,267,38.66,1.22,2.73,129.61,10123832.31,33841365.57,-
2017,Goianésia (Município),0.0,-,0.108,100.47,2460.34,2460.34,15.35,5.55,4.38,4.97,19575482.54,168987.72,1610822.58,483,71.55,1.43,2.98,10.56,10256163.08,34283713.26,-
2016,Goianésia (Município),0.0,-,0.134,100.8,2440.14,2440.14,12.05,5.14,4.07,4.61,20224107.72,138507.72,1782797.27,607,91.07,1.68,3.25,34.22,9778336.23,32686461.08,-
2015,Goianésia (Município),0.0,-,0.17,100.38,2317.14,2317.14,92.36,4.28,3.28,3.79,19004895.94,80021.87,1641152.87,400,60.82,1.97,3.55,46.4,8401004.61,28082396.02,-
2014,Goianésia (Município),0.002,-,0.19,101.0,2133.35,2133.35,257.82,3.6,2.76,3.21,25386062.42,97147.05,1029839.26,561,86.49,2.31,3.87,185.1,7316113.54,24455884.4,-
2013,Goianésia (Município),0.005,-,0.197,96.72,1748.93,1748.93,508.2,3.39,2.7,3.09,13524839.71,102678.79,959119.2,480,75.07,2.72,4.23,24.87,6733168.02,22507247.6,-
2012,Goianésia (Município),0.008,-,0.208,98.86,1575.97,1575.97,629.49,3.19,2.53,2.91,12179244.51,79681.8,938339.81,421,68.88,3.2,4.61,226.53,6436816.9,21516622.09,-
2011,Goianésia (Município),0.011,-,0.218,97.63,1505.89,1505.89,644.61,2.97,2.39,2.73,9753348.14,82556.68,825491.62,434,71.92,3.76,5.04,128.74,6300438.46,21060744.06,-
2010,Goianésia (Município),0.014,-,0.214,102.22,1469.74,1469.74,752.11,2.75,2.25,2.55,9323256.77,28644.94,818793.98,605,101.6,4.41,5.5,181.54,6438620.97,21522652.63,-
2019,Eldorado do Sul (Município),0.004,-,0.218,94.23,134.34,197.29,1222.62,8.64,3.72,8.15,13919981.24,62148.39,973735.21,15,3.63,1.39,2.56,145.87,5557715.74,18578013.16,-
2018,Eldorado do Sul (Município),0.006,-,0.25,92.56,112.48,207.72,1165.45,8.5,3.57,8.02,11700424.87,16957.9,819972.07,14,3.44,1.44,2.65,129.48,4905866.19,16399047.91,-
2017,Eldorado do Sul (Município),0.008,-,0.222,96.06,114.12,177.59,1175.1,8.19,3.48,7.76,10753131.51,18616.81,637484.91,14,3.63,1.67,2.96,1.81,4796190.36,16032429.85,-
2016,Eldorado do Sul (Município),0.01,-,0.228,94.01,103.09,148.18,1162.57,7.67,3.29,7.33,10016348.14,42222.47,782457.21,11,2.88,1.94,3.31,99.59,4497725.17,15034737.55,-
2015,Eldorado do Sul (Município),0.013,-,0.285,106.64,0.0,0.0,1471.13,6.9,0.0,6.9,9175726.99,23948.68,123091.37,9,2.38,2.25,3.7,4.05,4225267.18,14123980.61,-
2014,Eldorado do Sul (Município),0.015,-,0.327,110.2,0.0,0.0,1503.0,6.3,0.0,6.3,8292230.96,0.0,45228.45,15,4.01,2.61,4.14,19.27,4254521.36,14221769.81,-
2013,Eldorado do Sul (Município),0.017,-,0.338,93.32,0.0,0.0,1257.26,5.86,0.0,5.86,7752781.96,0.0,17343.56,8,2.17,3.02,4.64,11.76,4017994.22,13431120.44,-
2012,Eldorado do Sul (Município),0.019,-,0.354,98.28,0.0,0.0,1270.25,5.55,0.0,5.55,4273454.04,0.0,32664.49,21,5.93,3.5,5.19,2.55,4123980.83,13785406.4,-
2011,Eldorado do Sul (Município),0.022,-,0.086,107.05,0.0,0.0,1153.83,5.17,0.0,4.4,7034879.59,520848.51,33437.65,12,3.44,4.06,5.81,10.28,3911297.95,13074462.27,-
2010,Eldorado do Sul (Município),0.024,-,0.362,93.63,0.0,0.0,1173.64,4.72,0.0,4.72,4720158.62,0.0,46390.97,13,3.79,4.71,6.5,5.33,3790438.61,12670460.63,-
2019,Carpina (Município),0.0,-,0.009,77.48,-,-,-,3.91,-,3.91,9125777.42,908774.9,2042323.17,50,5.98,1.37,1.77,1.55,5081544.46,16986295.16,-
2018,Carpina (Município),0.0,-,0.011,72.59,0,0,2195.76,3.84,-,3.84,8472739.22,660242.47,1888133.68,30,3.62,1.43,1.85,6.24,4715866.11,15763926.54,-
2017,Carpina (Município),0.0,-,0.021,81.74,0,0,2467.04,3.44,0,3.44,5736330.17,1328880.93,334609.77,29,3.51,1.65,2.14,7.46,4774688.25,15960553.83,-
2016,Carpina (Município),0.0,-,0.035,69.64,0,0,2081.5,3.58,0,3.58,7064501.03,1545504.65,313765.05,23,2.81,1.9,2.48,3.4,4577826.89,15302496.97,-
2015,Carpina (Município),0.008,-,0.062,77.5,0,0,2292.66,2.98,0,2.98,7271395.94,1072076.59,338514.67,33,4.07,2.19,2.89,5.14,4587807.14,15335858.38,-
2014,Carpina (Município),0.017,-,0.102,67.85,0,0,1985.89,2.71,0,2.71,6084401.37,1318767.9,254836.57,39,4.86,2.52,3.36,7.2,3976436.73,13292204.45,-
2013,Carpina (Município),0.026,-,0.223,61.77,0,0,1788.19,2.5,0,2.5,4808325.65,1285552.84,216992.05,82,10.34,2.9,3.91,0.71,3534827.11,11816017.17,-
2012,Carpina (Município),0.036,-,0.267,58.37,0,0,1630.47,2.27,0,2.27,4893853.8,1301263.61,347157.37,99,12.94,3.34,4.55,3.77,3161213.9,10567124.37,-
2011,Carpina (Município),0.045,-,0.291,60.37,0,0,1668.29,2.18,0,2.18,7961007.72,682071.28,353808.97,125,16.51,3.84,5.29,1.68,3230051.23,10797229.86,-
2010,Carpina (Município),0.054,-,0.305,56.03,0,0,1530.98,2.13,0,2.13,5637361.92,554143.56,335642.96,137,18.3,4.42,6.15,4.33,3218102.48,10757288.27,-
2019,Barra de São Miguel (Município),0.0,-,0.0,190.47,38.1,38.1,540.46,7.09,2.55,6.8,1924241.08,44484.95,381165.82,7,8.41,1.64,2.1,0.0,2131740.78,7125860.71,-
2018,Barra de São Miguel (Município),0.0,-,0.002,189.53,37.76,37.76,533.94,6.8,2.49,6.52,6584817.72,35189.45,336390.69,3,3.63,1.61,2.06,9.89,1961996.46,6558449.16,-
2017,Barra de São Miguel (Município),0.0,-,0.159,198.28,30.22,30.22,577.78,6.03,2.43,5.83,2541148.13,40149.71,93182.0,3,3.57,1.86,2.36,0.0,1844849.0,6166855.36,-
2016,Barra de São Miguel (Município),0.0,-,0.149,231.99,23.0,23.0,682.86,6.1,2.18,5.99,3166393.54,25435.39,224646.5,4,4.8,2.15,2.71,0.0,2049096.55,6849602.34,-
2015,Barra de São Miguel (Município),0.004,-,0.149,228.95,0.0,0.0,690.75,4.59,0.0,4.59,2883929.69,21722.92,250298.79,6,7.26,2.49,3.11,0.0,1507549.96,5039351.47,-
2014,Barra de São Miguel (Município),0.021,-,0.165,228.5,0.0,0.0,683.16,3.79,0.0,3.79,4526782.42,20275.25,176522.08,8,9.77,2.88,3.58,0.0,1312416.43,4387070.31,-
2013,Barra de São Miguel (Município),0.038,-,0.192,210.75,0.0,0.0,623.99,4.98,0.0,4.98,1865054.91,12517.74,187125.59,22,27.12,3.33,4.11,0.0,1787432.99,5974928.41,-
2012,Barra de São Miguel (Município),0.055,-,0.17,195.94,41.0,1.0,553.61,3.36,0.0,3.4,1847880.3,15379.45,195730.74,25,32.24,3.85,4.72,893.77,1235125.96,4128708.17,-
2011,Barra de São Miguel (Município),0.071,-,0.164,182.36,0.0,0.0,510.27,3.5,0.0,3.5,1172507.24,64750.67,203998.87,21,27.39,4.45,5.42,0.0,1243062.27,4155237.22,-
2010,Barra de São Miguel (Município),0.088,-,0.399,176.76,0.0,0.0,488.64,3.13,0.0,3.13,1164517.39,49700.06,124803.39,20,26.41,5.14,6.22,1.03,1177303.32,3935421.95,-
2019,Alfredo Wagner (Município),0.001,-,0.659,43.37,1000,1000,-841.13,5.63,-,5.63,1688603.83,30966.62,105901.75,31,30.89,1.0,2.0,2.99,458912.45,1534026.18,-
2018,Alfredo Wagner (Município),0.002,-,0.665,40.4,-,-,-,5.33,-,5.33,1763703.25,25752.09,86517.5,72,72.12,1.01,2.01,7.66,421189.67,1407928.66,-
2017,Alfredo Wagner (Município),0.004,-,0.669,40.67,482,482,-334.14,5.04,0,5.04,1589506.36,23507.7,75080.77,3,3.01,1.18,2.39,4.07,404383.54,1351750.08,-
2016,Alfredo Wagner (Município),0.005,-,0.681,39.42,440,440,-297.48,4.72,0,4.72,1356427.68,30661.05,75674.35,22,22.21,1.38,2.84,0.33,381349.49,1274753.2,-
2015,Alfredo Wagner (Município),0.007,-,0.685,39.65,400,400,-257.44,4.15,0,4.15,1240034.78,19434.53,72226.86,20,20.3,1.62,3.37,0.38,357771.77,1195938.94,-
2014,Alfredo Wagner (Município),0.008,-,0.672,41.48,0,0,148.27,3.99,0,3.99,761289.35,14182.4,43749.08,12,12.25,1.91,4.01,4.03,367768.63,1229355.85,-
2013,Alfredo Wagner (Município),0.01,-,0.683,38.73,0,0,137.65,3.64,0,3.64,627290.29,7649.86,34781.35,12,12.32,2.24,4.76,1.21,348566.52,1165168.14,-
2012,Alfredo Wagner (Município),0.011,-,0.686,38.53,0,0,133.51,3.43,0,3.43,597156.93,7586.24,35877.49,9,9.48,2.63,5.66,3.4,348868.66,1166178.12,-
2011,Alfredo Wagner (Município),0.013,-,0.684,35.58,0,0,122.76,3.28,0,3.28,426568.45,5943.22,34819.4,15,15.87,3.09,6.73,9.46,337723.42,1128922.47,-
2010,Alfredo Wagner (Município),0.014,-,0.677,33.99,0,0,116.74,3.06,0,3.06,312972.73,4365.15,23336.94,10,10.63,3.63,8.0,0.0,324482.69,1084662.1,-
2019,Pau D'Arco do Piauí (Município),0.458,-,-,-,-,-,-,-,-,-,-,-,-,6,14.83,0.76,2.46,0,-,-,-
2018,Pau D'Arco do Piauí (Município),0.479,-,-,-,-,-,-,-,-,-,-,-,-,7,17.4,0.76,2.46,0,-,-,-
2017,Pau D'Arco do Piauí (Município),0.5,-,-,-,-,-,-,-,-,-,-,-,-,10,25.16,0.88,2.83,-,-,-,-
2016,Pau D'Arco do Piauí (Município),0.52,-,-,-,-,-,-,-,-,-,-,-,-,6,15.16,1.02,3.25,-,-,-,-
2015,Pau D'Arco do Piauí (Município),0.541,-,-,-,-,-,-,-,-,-,-,-,-,5,12.7,1.19,3.72,-,-,-,-
2014,Pau D'Arco do Piauí (Município),0.562,-,-,-,-,-,-,-,-,-,-,-,-,4,10.22,1.38,4.27,-,-,-,-
2013,Pau D'Arco do Piauí (Município),0.582,-,-,-,-,-,-,-,-,-,-,-,-,8,20.58,1.6,4.9,-,-,-,-
2012,Pau D'Arco do Piauí (Município),0.603,-,-,-,-,-,-,-,-,-,-,-,-,2,5.18,1.86,5.62,-,-,-,-
2011,Pau D'Arco do Piauí (Município),0.623,-,-,-,-,-,-,-,-,-,-,-,-,6,15.75,2.15,6.44,-,-,-,-
2010,Pau D'Arco do Piauí (Município),0.644,-,-,-,-,-,-,-,-,-,-,-,-,7,18.63,2.5,7.38,-,-,-,-
2019,Paranavaí (Município),0.0,-,0,155.3,4207.96,4207.96,801.34,5.89,4.54,5.26,46906916.4,573322.68,3558105.29,46,5.21,1.05,1.21,241.46,20383518.28,68136854.93,-
2018,Paranavaí (Município),0.0,-,0,150.09,4039.86,4039.86,753.61,5.34,4.06,4.75,42320560.65,296100.65,3236548.22,23,2.62,1.07,1.23,127.03,17787381.53,59458638.02,-
2017,Paranavaí (Município),0.0,-,0,151.61,4058.76,4058.76,784.49,4.69,3.62,4.19,41288664.57,673585.9,2850668.7,15,1.71,1.27,1.46,271.09,17260377.84,57697000.34,-
2016,Paranavaí (Município),0.0,-,0,148.61,3934.62,3934.62,784.04,4.03,3.14,3.62,35346936.45,753293.37,2638581.47,19,2.18,1.51,1.74,173.12,16361301.89,54691620.84,-
2015,Paranavaí (Município),0.0,-,0,145.29,3892.08,3892.08,691.83,3.42,2.67,3.07,29675909.2,600814.72,2719462.51,23,2.65,1.79,2.07,67.39,14618143.44,48864690.86,-
2014,Paranavaí (Município),0.0,-,0,152.31,4025.18,4025.18,767.85,3.05,2.38,2.75,26264759.11,465385.89,1438210.1,29,3.36,2.13,2.47,119.11,14192138.64,47440666.44,-
2013,Paranavaí (Município),0.0,-,0,147.4,3814.63,3814.63,792.98,2.88,2.22,2.58,23608194.21,416347.37,1252115.41,57,6.66,2.53,2.95,61.68,13766385.83,46017484.39,-
2012,Paranavaí (Município),0.0,-,0,153.57,3740.68,3740.68,882.26,2.67,2.02,2.38,14043063.11,225289.74,1430154.1,36,4.37,3.01,3.51,37.53,13378706.77,44721573.08,-
2011,Paranavaí (Município),0.002,-,0,145.1,3542.54,3542.54,802.35,2.28,1.76,2.05,10980330.62,232762.56,1374000.52,42,5.12,3.58,4.19,37.42,11753199.06,39287919.22,-
2010,Paranavaí (Município),0.005,-,0,142.84,3370.57,3370.57,883.25,2.0,1.56,1.8,9014054.08,181039.24,1241759.59,25,3.06,4.25,5.0,68.51,10826271.13,36189437.73,-
2019,São Carlos (Município),0.0,-,0.04,222.63,17600.63,16720.6,3755.17,3.15,3.37,3.26,170538142.1,4752017.5,23374939.23,96,3.81,0.95,1.07,7.67,44167882.18,147641861.39,-
2018,São Carlos (Município),0.0,-,0.04,215.65,16458.83,15768.0,3863.75,3.07,3.19,3.13,154669608.9,2902686.56,21599294.84,60,2.41,0.95,1.07,6.39,43094718.95,144054552.95,-
2017,São Carlos (Município),0.0,-,0.04,218.01,15936.21,15617.49,3964.26,2.91,4.01,3.37,143134493.6,2674435.08,20008887.78,58,2.36,1.13,1.27,4.37,41261256.88,137925761.2,-
2016,São Carlos (Município),0.0,-,0.04,213.39,16098.49,15792.62,3193.72,2.63,3.64,3.05,119042132.1,2375730.05,20875774.46,47,1.93,1.35,1.51,2.97,37505147.01,125370052.72,-
2015,São Carlos (Município),0.0,-,0.04,204.51,15203.63,13821.49,4197.62,2.19,3.08,2.56,91657249.42,3566301.49,15079449.33,132,5.47,1.61,1.79,15.14,32412866.88,108347870.98,-
2014,São Carlos (Município),0.0,-,0.0,188.34,15189.6,13974.43,2452.57,2.03,2.93,2.4,87849412.33,3799997.72,13887220.49,46,1.93,1.93,2.12,49.39,33135677.96,110764042.37,-
2013,São Carlos (Município),0.0,-,0.0,196.95,16916.0,14365.0,2633.1,1.89,1.82,1.86,82700249.03,4062549.99,12000305.5,26,1.1,2.31,2.52,25.89,33215217.66,111029923.12,-
2012,São Carlos (Município),0.0,-,0.0,184.32,15102.0,12836.7,2389.3,1.81,1.84,1.83,65707475.15,4971270.83,11831942.6,43,1.9,2.77,3.0,37.48,33353473.59,111492077.09,-
2011,São Carlos (Município),0.001,-,0.04,180.3,11802.4,10032.04,4720.96,2.07,2.87,2.4,46571729.83,3846308.47,9664326.61,45,2.01,3.31,3.56,44.25,36393387.66,121653727.38,-
2010,São Carlos (Município),0.002,-,0.04,180.04,11003.2,9352.72,5232.28,2.04,2.83,2.36,43826840.16,3458548.18,9488590.98,52,2.34,3.97,4.23,41.21,37965855.53,126910082.72,-
2019,Pirassununga (Município),0.0,-,0.084,186.69,4295.35,4201.3,1005.39,2.36,3.34,2.76,25865946,1736821,4089043,23,3.01,0.82,1.09,21.93,12799159.63,42784296.17,-
2018,Pirassununga (Município),0.0,-,0.084,187.45,4198.0,4185.0,1010.12,2.16,3.2,2.58,24096971,1946440,3853909,14,1.84,0.82,1.09,58.47,10796667.87,36090481.67,-
2017,Pirassununga (Município),0.0,-,0.084,179.23,3949.02,3909.0,1028.33,2.15,3.16,2.55,20593342,1677698,3061673,39,5.17,0.99,1.29,19.27,10499293.36,35096435.21,-
2016,Pirassununga (Município),0.0,-,0.084,169.27,3708.0,3670.0,966.0,1.96,2.9,2.33,19810144,1536147,3136206,39,5.2,1.19,1.53,5.06,9410616.41,31457268.4,-
2015,Pirassununga (Município),0.0,-,0.084,163.2,3554.0,3554.0,889.0,1.56,2.58,1.94,17447156,1019162,2882840,69,9.25,1.42,1.81,4.51,8670327.79,28982674.07,-
2014,Pirassununga (Município),0.0,-,0.084,180.07,3897.0,3897.0,975.0,1.46,2.31,1.78,15322510,980301,1730632,43,5.8,1.7,2.15,51.78,9196912.3,30742910.55,-
2013,Pirassununga (Município),0.001,-,0.084,180.18,3875.0,1937.0,2907.0,1.38,2.2,1.69,12055743,700381,1479922,35,4.75,2.04,2.56,43.2,9336808.1,31210546.22,-
2012,Pirassununga (Município),0.001,-,0.089,190.89,3950.0,1185.0,3752.85,1.43,2.12,1.69,11871117,528427,1819135,22,3.1,2.44,3.04,15.22,9470221.93,31656514.31,-
2011,Pirassununga (Município),0.002,-,0.084,191.12,3933.0,350.0,4566.85,1.31,1.54,1.4,10935027,459737,1621677,26,3.69,2.92,3.61,37.73,8124046.72,27156597.08,-
2010,Pirassununga (Município),0.003,-,0.084,190.76,3903.0,312.24,4567.26,1.19,1.44,1.28,9674820,407757,1234955,57,8.13,3.5,4.29,21.31,8069621.45,26974667.42,-
2019,Pirapora (Município),0.0,-,0.018,178.69,1160.09,1160.09,2520.27,3.21,2.71,3.12,15005682.06,901018.71,1684114.53,77,13.65,0.8,1.83,14.76,7717393.02,25797258.44,-
2018,Pirapora (Município),0.003,-,0.018,175.81,1157.0,1157.0,2449.94,2.99,2.32,2.86,14336010.86,859668.9,1623357.77,28,4.98,0.8,1.82,5.59,6989821.79,23365175.08,-
2017,Pirapora (Município),0.005,-,0.018,170.03,1141.6,1141.6,2377.65,2.74,2.09,2.61,13145560.89,624725.76,1405663.99,37,6.52,0.94,2.1,5.1,6491204.87,21698427.07,-
2016,Pirapora (Município),0.007,-,0.018,163.59,1140.0,1140.0,2232.0,2.56,1.95,2.44,12073468.92,963253.1,1307146.7,55,9.74,1.1,2.42,1.11,6189943.15,20691386.67,-
2015,Pirapora (Município),0.01,-,0.018,151.14,870.0,870.0,2232.0,3.41,2.43,3.25,10416337.42,538181.3,1226833.0,47,8.36,1.3,2.78,3.69,7975113.62,26658752.06,-
2014,Pirapora (Município),0.012,-,0.018,178.37,821.0,821.0,2823.0,2.32,2.47,2.34,9573746.9,429312.8,873927.12,54,9.65,1.53,3.21,30.1,6613728.86,22107993.22,-
2013,Pirapora (Município),0.014,-,0.018,240.58,796.0,796.0,4095.46,2.08,1.92,2.05,8881502.78,400376.51,714374.27,146,26.21,1.81,3.69,2.3,6373318.83,21304364.36,-
2012,Pirapora (Município),0.017,-,0.018,243.09,746.5,672.0,4104.38,1.85,1.76,1.84,7870097.24,321094.2,731404.35,39,7.24,2.13,4.25,14.3,5849959.17,19554907.73,-
2011,Pirapora (Município),0.019,-,0.023,193.04,646.0,646.0,3130.97,1.72,1.25,1.66,6652271.63,220800.7,742534.48,25,4.66,2.51,4.9,75.48,5601665.18,18724924.85,-
2010,Pirapora (Município),0.021,-,0.018,189.92,597.0,597.0,3102.55,1.53,0.88,1.45,6008091.1,230117.75,738123.62,48,8.99,2.95,5.65,15.95,5161273.35,17252808.3,-
2019,Macaíba (Município),0.001,-,0.388,52.45,253.55,253.55,1293.05,4.73,6.73,4.98,12318328.05,44379.9,2417627.21,8,0.99,1.89,1.87,0.0,4426813.86,14797699.27,-
2018,Macaíba (Município),0.008,-,0.342,58.11,311.09,311.09,1380.26,4.17,0.87,3.71,11434862.71,52563.82,1983572.91,27,3.39,1.81,1.79,6.91,3603324.29,12044985.6,-
2017,Macaíba (Município),0.016,-,0.382,66.5,248.75,248.75,1693.7,3.36,5.19,3.52,11821360.8,57671.83,1927869.68,7,0.87,2.08,2.05,27.83,3727679.67,12460673.66,-
2016,Macaíba (Município),0.023,-,0.383,61.83,105.31,105.31,1682.41,3.47,3.89,3.52,10188449.59,14479.3,1901745.26,9,1.14,2.39,2.35,30.32,3690118.97,12335117.9,-
2015,Macaíba (Município),0.031,-,0.474,51.49,60.88,60.88,1405.56,3.45,3.98,3.52,9297913.83,66604.09,1949690.85,13,1.67,2.74,2.69,25.35,3200135.08,10697227.87,-
2014,Macaíba (Município),0.038,-,0.405,49.22,47.26,47.26,1332.37,2.94,6.73,3.38,6013647.14,44029.8,1088098.69,18,2.34,3.15,3.09,52.07,3270634.43,10932889.06,-
2013,Macaíba (Município),0.046,-,0.506,49.83,46.23,46.23,1327.89,2.66,0.56,2.45,5000056.54,30583.46,1024020.98,22,2.91,3.62,3.54,11.65,2438894.65,8152597.06,-
2012,Macaíba (Município),0.053,-,0.497,47.87,77.01,77.01,1175.17,2.7,4.71,2.91,5492592.89,18170.16,1197617.02,26,3.63,4.17,4.06,29.85,2845157.84,9510630.33,-
2011,Macaíba (Município),0.061,-,0.468,52.8,80.47,80.47,1279.78,2.32,3.06,2.39,5161667.55,17726.65,997025.76,46,6.52,4.79,4.72,68.96,2756297.82,9213594.16,-
2010,Macaíba (Município),0.069,-,0.484,46.97,72.81,72.81,1118.04,2.36,0.9,2.32,4564011.44,30094.91,1587940.75,30,4.32,5.5,5.55,116.13,2352675.51,7864388.66,-
2019,Dourados (Município),0.0,-,0.086,142.87,7081.53,7081.53,4544.81,6.03,3.66,5.02,98931939.51,1034665.47,17465247.09,355,15.92,1.09,1.45,213.07,47083150.22,157386852.08,-
2018,Dourados (Município),0.0,-,0.086,130.77,6516.72,6516.72,4030.28,5.55,3.56,4.72,87783603.82,1018933.74,15887896.88,244,11.04,1.09,1.45,187.21,41538440.57,138852314.92,-
2017,Dourados (Município),0.0,-,0.082,131.94,6275.29,6275.29,4226.22,5.38,3.26,4.5,82629928.86,780298.24,14078988.68,185,8.48,1.3,1.71,173.4,39963304.44,133587040.28,-
2016,Dourados (Município),0.0,-,0.086,128.68,5640.18,5640.18,4480.51,4.95,2.97,4.15,72980028.05,921754.57,11701315.97,376,17.45,1.55,2.01,205.31,35997868.05,120331607.1,-
2015,Dourados (Município),0.003,-,0.086,124.22,4869.55,4869.55,4782.18,3.79,2.36,3.26,57406618.12,915402.09,11209389.43,252,11.84,1.86,2.36,92.19,27923784.95,93342025.56,-
2014,Dourados (Município),0.008,-,0.091,126.26,4480.0,4480.0,5208.0,3.36,2.07,2.9,50958745.02,845314.8,6405968.03,195,9.28,2.23,2.77,224.4,25608738.61,85603421.53,-
2013,Dourados (Município),0.013,-,0.081,125.71,3680.26,3680.26,5840.29,3.14,1.99,2.78,42547920.34,635929.78,4999549.61,369,17.78,2.67,3.25,75.85,24093514.89,80538418.64,-
2012,Dourados (Município),0.018,-,0.081,132.76,3238.99,3238.99,6488.01,3.01,1.84,2.67,38242183.18,461539.95,4658989.31,335,16.69,3.2,3.81,53.28,23775289.01,79474671.45,-
2011,Dourados (Município),0.023,-,0.094,126.95,2803.56,2803.56,6390.8,2.82,1.69,2.51,35045757.67,435097.87,3573860.68,356,17.94,3.83,4.47,26.78,22128865.59,73971101.76,-
2010,Dourados (Município),0.029,-,0.087,125.07,1987.89,1987.89,6961.11,2.83,1.67,2.57,32271185.0,410578.0,3419200.0,840,42.85,4.59,5.52,50.29,22142976.61,74018271.25,-
2019,Formosa (Município),0.0,-,0.092,100.12,3836.93,3836.93,607.23,5.75,5.76,5.75,45648883.87,156841.86,3284862.14,240,19.73,0.96,1.72,24.69,19020522.46,63580710.75,-
2018,Formosa (Município),0.0,-,0.081,98.08,3546.14,3546.14,731.91,6.06,4.82,5.5,31884727.45,142094.64,2960338.53,184,15.4,0.94,1.68,37.27,17529075.33,58595186.88,-
2017,Formosa (Município),0.0,-,0.081,100.88,3219.99,3219.99,1043.31,6.01,4.52,5.37,35187058.93,228631.11,2609819.58,536,46.29,1.11,1.84,46.1,16820811.48,56227643.12,-
2016,Formosa (Município),0.0,-,0.081,105.36,3009.97,3009.96,1375.39,5.6,4.25,5.05,34082298.19,180760.88,3109850.19,135,11.84,1.31,2.01,163.38,16199807.09,54151785.3,-
2015,Formosa (Município),0.0,-,0.081,107.73,2515.23,2515.23,1897.86,4.58,3.45,4.17,28524441.91,120125.89,2217748.06,89,7.93,1.54,2.19,188.06,13538041.96,45254189.61,-
2014,Formosa (Município),0.003,-,0.081,110.18,2387.19,2387.19,2052.28,3.84,2.91,3.52,48615262.92,166703.37,1348532.57,69,6.25,1.81,2.43,247.3,12111401.57,40485297.99,-
2013,Formosa (Município),0.005,-,0.081,106.42,2030.44,2030.44,2184.12,3.62,2.84,3.37,38658868.01,93716.71,1106050.95,84,7.74,2.13,2.84,205.86,11441508.51,38246017.93,-
2012,Formosa (Município),0.008,-,0.081,109.83,1911.89,1911.89,2230.24,3.44,2.69,3.2,18941373.36,59911.39,1211638.98,53,5.13,2.5,3.31,157.27,11334625.57,37888735.76,-
2011,Formosa (Município),0.011,-,0.097,105.2,1724.14,1724.14,2182.2,3.22,2.53,3.01,16473243.35,45683.08,957434.03,37,3.64,2.94,3.86,108.94,10692532.52,35742383.97,-
2010,Formosa (Município),0.014,-,0.121,100.64,1618.22,1618.22,2058.26,2.96,2.35,2.77,14742917.72,25311.79,903248.37,103,10.29,3.45,4.51,232.04,10048441.97,33589355.06,-
2019,Campo Belo (Município),0.0,-,0.047,125.98,1987.52,0,2484.4,3.9,3.9,3.9,9805813.67,685991.86,2610532.8,24,4.44,1.29,1.34,28.45,5574833.13,18635232.21,-
2018,Campo Belo (Município),0.0,-,0.047,120.46,1894.74,0,2368.42,3.9,2.44,3.25,8558062.78,626830.53,2631020.55,7,1.3,1.28,1.33,14.42,5112104.39,17088449.14,-
2017,Campo Belo (Município),0.0,-,0.047,119.48,1899.94,0,2374.92,3.91,2.35,3.22,8081052.31,726608.16,2300321.61,1,0.18,1.49,1.58,16.62,5186111.95,17335837.36,-
